4,2,1.0
50,2,1.0
50,6,1.0
10617,6,1.0
149417,6,1.0
1591156,6,1.0
1142866,6,1.0
19198,13,1.0
231765,15,1.0
228900,16,1.0
143332,16,1.0
235197,16,1.0
304140,16,1.0
229959,16,1.0
10543,16,1.0
14461,16,1.0
299092,16,1.0
183453,16,1.0
245530,16,1.0
211177,18,1.0
16018,18,1.0
211766,18,1.0
237748,18,1.0
267487,18,1.0
253906,22,1.0
13787,22,1.0
261400,22,1.0
1018097,22,1.0
231151,22,1.0
232490,22,1.0
146737,22,1.0
196562,22,1.0
17124,22,1.0
219189,22,1.0
224567,22,1.0
245253,25,1.0
5598,26,1.0
265877,26,1.0
141620,26,1.0
10498,26,1.0
359330,26,1.0
224567,31,1.0
443865,31,1.0
506934,31,1.0
373075,31,1.0
185074,31,1.0
623721,31,1.0
195592,31,1.0
173225,31,1.0
309535,31,1.0
184056,31,1.0
16018,31,1.0
958150,37,1.0
639997,37,1.0
253062,37,1.0
201761,39,1.0
484125,39,1.0
245677,40,1.0
141620,40,1.0
6450,49,1.0
148470,50,1.0
6048,50,1.0
998412,52,1.0
284504,53,1.0
11047,54,1.0
17737,54,1.0
1287754,59,1.0
596963,59,1.0
212217,59,1.0
7867,59,1.0
954161,59,1.0
624073,59,1.0
212634,59,1.0
226319,59,1.0
3,60,1.0
3,61,1.0
3,63,1.0
198,64,1.0
3,66,1.0
20897,69,1.0
3,70,1.0
29,75,1.0
264838,78,1.0
29,78,1.0
29,80,1.0
217014,80,1.0
3,81,1.0
37,83,1.0
3,84,1.0
160257,84,1.0
37,85,1.0
3,87,1.0
3,88,1.0
229193,90,1.0
44,92,1.0
3,93,1.0
211177,95,1.0
151,96,1.0
4,99,1.0
44,102,1.0
44,103,1.0
47,106,1.0
38,107,1.0
47,110,1.0
197022,111,1.0
47,111,1.0
47,112,1.0
38,113,1.0
38,114,1.0
13887,117,1.0
4,118,1.0
4,120,1.0
208252,120,1.0
338454,121,1.0
149417,124,1.0
4,124,1.0
1018097,124,1.0
16547,125,1.0
243320,125,1.0
147768,125,1.0
174847,125,1.0
237304,125,1.0
62,126,1.0
62,127,1.0
62,128,1.0
62,129,1.0
62,130,1.0
62,131,1.0
62,132,1.0
62,133,1.0
10617,133,1.0
62,135,1.0
407812,135,1.0
10617,135,1.0
62,136,1.0
62,137,1.0
62,138,1.0
3,139,1.0
1764934,140,1.0
3,140,1.0
1733403,140,1.0
3,141,1.0
1733403,141,1.0
1747111,141,1.0
3,143,1.0
29,146,1.0
29,147,1.0
532602,147,1.0
231765,152,1.0
208252,152,1.0
20897,152,1.0
29,154,1.0
15296,156,1.0
38,156,1.0
3,160,1.0
37,161,1.0
151148,161,1.0
37,162,1.0
19198,163,1.0
37,163,1.0
47,164,1.0
16752,176,1.0
76,181,1.0
76,183,1.0
76,184,1.0
10617,184,1.0
76,187,1.0
50,188,1.0
76,189,1.0
558276,189,1.0
364671,189,1.0
46,190,1.0
150691,190,1.0
80,192,1.0
399384,196,1.0
50,196,1.0
80,197,1.0
80,198,1.0
1547801,198,1.0
237955,200,1.0
63,200,1.0
160257,200,1.0
203097,200,1.0
80,204,1.0
220682,205,1.0
63,205,1.0
50,206,1.0
63,208,1.0
160257,208,1.0
80,211,1.0
1491762,211,1.0
46,215,1.0
63,217,1.0
14263,219,1.0
160257,219,1.0
262514,219,1.0
63,219,1.0
84,224,1.0
84,226,1.0
84,227,1.0
84,228,1.0
83,230,1.0
175206,230,1.0
83,231,1.0
144248,231,1.0
741139,231,1.0
83,233,1.0
83,235,1.0
160257,237,1.0
203,238,1.0
87,239,1.0
1491762,239,1.0
123349,239,1.0
87,240,1.0
123349,240,1.0
664449,240,1.0
87,242,1.0
206,244,1.0
87,245,1.0
206,248,1.0
88,251,1.0
54,255,1.0
415127,255,1.0
160257,256,1.0
87,256,1.0
233687,257,1.0
87,257,1.0
16547,257,1.0
87,258,1.0
87,259,1.0
87,260,1.0
1057254,261,1.0
38,262,1.0
99,266,1.0
20247,269,1.0
166792,269,1.0
899380,270,1.0
93,270,1.0
99,271,1.0
93,273,1.0
1208263,273,1.0
99,274,1.0
99,275,1.0
93,276,1.0
38,277,1.0
87,278,1.0
376253,280,1.0
1144564,280,1.0
166,280,1.0
664449,280,1.0
166,281,1.0
190072,282,1.0
99,282,1.0
99,288,1.0
99,290,1.0
1661301,290,1.0
38,292,1.0
38,293,1.0
38,295,1.0
38,297,1.0
38,299,1.0
99,303,1.0
93,309,1.0
220682,310,1.0
93,310,1.0
99,311,1.0
99,315,1.0
93,316,1.0
209593,324,1.0
175286,324,1.0
237748,324,1.0
225633,324,1.0
235056,324,1.0
298563,324,1.0
99,327,1.0
206,328,1.0
99,329,1.0
50,343,1.0
217014,345,1.0
163301,345,1.0
219760,345,1.0
471274,345,1.0
1232985,345,1.0
509511,345,1.0
4231,345,1.0
50,346,1.0
175976,348,1.0
5484,348,1.0
1287754,348,1.0
8117,350,1.0
825854,357,1.0
718721,357,1.0
782710,357,1.0
151148,357,1.0
363819,357,1.0
8117,363,1.0
6591,367,1.0
774664,367,1.0
54,369,1.0
54,370,1.0
54,371,1.0
54,372,1.0
54,373,1.0
741139,373,1.0
175206,374,1.0
474304,374,1.0
1491314,374,1.0
54,376,1.0
15449,376,1.0
1669516,379,1.0
1513186,379,1.0
218060,379,1.0
82742,379,1.0
210973,379,1.0
166635,379,1.0
367299,379,1.0
1733403,379,1.0
15219,380,1.0
54,380,1.0
15219,381,1.0
54,381,1.0
151302,382,1.0
15219,384,1.0
54,384,1.0
214697,385,1.0
154470,385,1.0
54,386,1.0
21014,387,1.0
650664,387,1.0
179085,387,1.0
304609,387,1.0
54,389,1.0
15219,392,1.0
7943,392,1.0
5598,394,1.0
18296,394,1.0
1008087,394,1.0
20802,394,1.0
1591156,394,1.0
54,395,1.0
6007,397,1.0
54,398,1.0
54,400,1.0
220276,405,1.0
6233,405,1.0
702691,405,1.0
217813,405,1.0
219189,405,1.0
196300,405,1.0
160294,405,1.0
233364,405,1.0
1018097,405,1.0
225633,405,1.0
1064092,405,1.0
174970,405,1.0
230571,405,1.0
146609,405,1.0
129016,405,1.0
190863,405,1.0
145034,405,1.0
7867,405,1.0
49,407,1.0
482340,408,1.0
49,410,1.0
8117,411,1.0
10617,414,1.0
49,414,1.0
324280,415,1.0
1231872,415,1.0
450869,415,1.0
49,416,1.0
8117,418,1.0
12271,419,1.0
254303,419,1.0
111,420,1.0
111,424,1.0
111,425,1.0
1729401,426,1.0
245253,426,1.0
111,426,1.0
1264144,427,1.0
168154,427,1.0
565941,428,1.0
111,428,1.0
14779,429,1.0
229193,431,1.0
248952,431,1.0
244900,432,1.0
16018,432,1.0
269149,432,1.0
217014,432,1.0
277597,432,1.0
43365,432,1.0
282362,432,1.0
13687,436,1.0
274772,436,1.0
10617,436,1.0
14119,436,1.0
50,437,1.0
49,440,1.0
49,443,1.0
8414,445,1.0
1915,445,1.0
49,446,1.0
301853,447,1.0
464201,447,1.0
11761,447,1.0
20565,447,1.0
150289,451,1.0
1790462,451,1.0
5598,452,1.0
113,456,1.0
602335,456,1.0
147159,456,1.0
113,458,1.0
128300,460,1.0
451085,460,1.0
113,461,1.0
113,462,1.0
154,463,1.0
113,464,1.0
228009,465,1.0
229864,465,1.0
205093,465,1.0
233923,465,1.0
282007,465,1.0
993754,465,1.0
254704,465,1.0
680278,467,1.0
718166,467,1.0
1763,467,1.0
376253,467,1.0
6048,467,1.0
8117,469,1.0
216,471,1.0
10617,473,1.0
131307,473,1.0
175206,473,1.0
936471,473,1.0
114,473,1.0
718721,474,1.0
439445,474,1.0
216,475,1.0
114,477,1.0
718721,478,1.0
8383,479,1.0
252807,479,1.0
141620,479,1.0
459800,479,1.0
388562,479,1.0
357345,479,1.0
279821,479,1.0
114,481,1.0
46,482,1.0
114,484,1.0
254704,484,1.0
193327,487,1.0
182122,487,1.0
152426,487,1.0
46,488,1.0
46,491,1.0
54,493,1.0
54,495,1.0
54,497,1.0
10617,499,1.0
54,500,1.0
110,501,1.0
18482,502,1.0
88,502,1.0
54,503,1.0
14924,504,1.0
110,505,1.0
200003,507,1.0
644482,507,1.0
88,507,1.0
54,508,1.0
180497,509,1.0
448866,509,1.0
667142,509,1.0
406450,509,1.0
680278,509,1.0
11500,509,1.0
724877,509,1.0
370636,509,1.0
16547,509,1.0
54,511,1.0
110,512,1.0
110,514,1.0
88,515,1.0
108,517,1.0
993754,517,1.0
154,518,1.0
423343,519,1.0
110,519,1.0
485128,519,1.0
54,520,1.0
740065,523,1.0
223836,523,1.0
276602,523,1.0
